Date,HSI,NYA,IXIC,000001.SS,N225,N100,399001.SZ,GSPTSE,NSEI,GDAXI,SSMI,TWII,J203.JO
2012-02-08 00:00:00,2732.3999222,8082.97998,2915.860107,375.60480464,90.15589844,771.9305755999999,1529.21281248,10392.43,53.68149902,8233.48691452,6833.00444793,314.79640624,2395.8711329
2012-02-09 00:00:00,2731.3012701,8081.25,2927.22998,375.93425776,90.02240234000001,773.29697072,1529.71687504,10373.2573237,54.12350098,8282.3357621,6848.2891701300005,316.4311914,2398.7698441
2012-02-10 00:00:00,2701.9017194000003,7992.049805,2903.879883,376.3169531200001,89.47169921999999,763.59802928,1534.5520312,10283.2023237,53.81600098,8165.411152419999,6805.032773160001,314.4908008,2372.4804691000004
2012-02-11 00:00:00,2701.9017194000003,7992.049805,2903.879883,376.3169531200001,89.47169921999999,763.59802928,1534.5520312,10283.2023237,53.81600098,8165.411152419999,6805.032773160001,314.4908008,2372.4804691000004
2012-02-12 00:00:00,2701.9017194000003,7992.049805,2903.879883,376.3169531200001,89.47169921999999,763.59802928,1534.5520312,10283.2023237,53.81600098,8165.411152419999,6805.032773160001,314.4908008,2372.4804691000004
2012-02-13 00:00:00,2715.3620507,8056.22998,2931.389893,376.29664064,89.99179688000001,768.08762074,1533.6128124800002,10290.921165999998,53.902001950000006,8220.9336623,6856.95833451,316.51640624,2394.5200783
2012-02-14 00:00:00,2719.3179104,8029.609863,2931.830078,375.16335936,90.52070313,767.33122684,1527.00484368,10254.235,54.16049805,8208.391728019998,6841.840004640001,315.36320312,2387.8708987
2012-02-15 00:00:00,2777.4799611,7998.649902,2915.830078,378.67230464,92.60339844,770.30802928,1547.7504688,10260.46,55.31950195,8244.686728019999,6880.1572268400005,320.20960936,2386.2909763
2012-02-16 00:00:00,2766.046309,8092.189941,2959.850098,377.09761712,92.38099609,772.16237926,1539.6528124800002,10363.0476763,55.21950195,8237.39115242,6901.18056135,314.7880078,2366.1148441000005
2012-02-17 00:00:00,2793.9104882,8114.509766,2951.780029,377.14894528,93.84169922,779.7386061,1538.45437504,10340.3888423,55.64299805,8354.596337699999,6923.8358345100005,315.77439452,2385.7946875
2012-02-18 00:00:00,2793.9104882,8114.509766,2951.780029,377.14894528,93.84169922,779.7386061,1538.45437504,10340.3888423,55.64299805,8354.596337699999,6923.8358345100005,315.77439452,2385.7946875
2012-02-19 00:00:00,2793.9104882,8114.509766,2951.780029,377.14894528,93.84169922,779.7386061,1538.45437504,10340.3888423,55.64299805,8354.596337699999,6923.8358345100005,315.77439452,2385.7946875
2012-02-20 00:00:00,2785.2225778,8114.509766,2951.780029,378.17550784,94.85089844,787.0586060999999,1538.6640625599998,10340.3888423,55.64299805,8476.865,6929.719159740001,318.19279296,2387.42
2012-02-21 00:00:00,2792.2336910000004,8115.419922,2948.570068,381.02878912,94.63019531,784.56983294,1551.3392187200002,10477.4223237,56.071499020000005,8427.97981472,6923.9800046400005,316.86,2389.9659763000004
2012-02-22 00:00:00,2801.406309,8094.390137,2933.169922,384.57390624,95.54,780.0313939,1578.00640624,10542.0788423,55.05350098,8349.52154274,6873.58611342,320.06720704,2380.4563671
2012-02-23 00:00:00,2779.5287299,8136.149902,2956.97998,385.5286328,95.95570313,779.47016706,1587.0304688,10566.9788423,54.83299805,8307.541152419999,6883.076938650001,317.4919922,2387.5739454000004
2012-02-24 00:00:00,2782.8917194000005,8151.970215,2963.75,390.34031248,96.47379883,781.8980292800001,1619.8640624000002,10562.4138423,54.29299805,8374.60481472,6864.38417013,318.37359376,2398.2533204000006
2012-02-25 00:00:00,2782.8917194000005,8151.970215,2963.75,390.34031248,96.47379883,781.8980292800001,1619.8640624000002,10562.4138423,54.29299805,8374.60481472,6864.38417013,318.37359376,2398.2533204000006
2012-02-26 00:00:00,2782.8917194000005,8151.970215,2963.75,390.34031248,96.47379883,781.8980292800001,1619.8640624000002,10562.4138423,54.29299805,8374.60481472,6864.38417013,318.37359376,2398.2533204000006
2012-02-27 00:00:00,2758.3217194000003,8143.560059,2966.159912,391.5291016,96.33929688,777.7255756,1628.3728128,10541.3323237,52.81200195,8356.51211956,6819.75111342,318.37359376,2370.9924217
2012-02-28 00:00:00,2803.9349611,8171.540039,2986.76001,392.29710944,97.22519531,780.5681975599999,1625.897656,10574.615,53.755,8402.908457259999,6798.849726840001,318.37359376,2395.0171875
2012-02-29 00:00:00,2818.4104104000003,8113.240234,2966.889893,388.55792976,97.23240234,781.6905755999999,1608.7743744000002,10494.52,53.85200195,8364.41769516,6782.02249536,324.85759764,2400.7200000000003
2012-03-01 00:00:00,2780.4349222,8175.109863,2988.969971,388.1783984,97.07370117,791.17,1609.7535936000002,10560.505,53.3975,8468.9594244,6802.39056135,324.73359376,2400.8936329000003
2012-03-02 00:00:00,2803.0937701000003,8125.169922,2976.189941,393.7108984,97.77030273,792.2680292800001,1647.9904688,10494.3538423,53.59350098,8444.071542740001,6825.800829870001,325.76160156000003,2393.0766013
2012-03-03 00:00:00,2803.0937701000003,8125.169922,2976.189941,393.7108984,97.77030273,792.2680292800001,1647.9904688,10494.3538423,53.59350098,8444.071542740001,6825.800829870001,325.76160156000003,2393.0766013
2012-03-04 00:00:00,2803.0937701000003,8125.169922,2976.189941,393.7108984,97.77030273,792.2680292800001,1647.9904688,10494.3538423,53.59350098,8444.071542740001,6825.800829870001,325.76160156000003,2393.0766013
2012-03-05 00:00:00,2764.4903715,8091.279785,2950.47998,391.20031248,96.98589844,789.26680244,1636.2304688000002,10394.92,52.80350098,8377.08115242,6830.840273160001,320.18960936,2382.2238671
2012-03-06 00:00:00,2704.8125,7920.350098,2910.320068,385.67121088,96.37629883,764.7691817,1615.0095312,10207.8376763,52.22399902,8092.394032859999,6712.75806135,317.5188086,2337.0927342000005
2012-03-07 00:00:00,2681.611309,7979.779785,2935.689941,383.1670312,95.7605957,771.7598329399999,1608.7792192,10250.666166,52.20450195000001,8138.75403286,6773.819443290001,316.12320312,2351.4624217000005
